antecedents_str,consequents_str,support,confidence,lift,quarter
TOILET METAL SIGN,BATHROOM METAL SIGN,0.018576979116075764,0.746341463414634,22.1110370240393,2
BATHROOM METAL SIGN,TOILET METAL SIGN,0.018576979116075764,0.5503597122302158,22.111037024039305,2
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG  BLACK SKULL.,0.02464788732394366,0.42028985507246375,6.9929439320743665,2
LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,0.02464788732394366,0.4101010101010101,6.9929439320743665,2
HAND OVER THE CHOCOLATE   SIGN,GIN + TONIC DIET METAL SIGN,0.01639145216124332,0.43548387096774194,10.366026477717694,2
GIN + TONIC DIET METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.01639145216124332,0.3901734104046242,10.366026477717694,2
HAND OVER THE CHOCOLATE   SIGN,COOK WITH WINE METAL SIGN,0.0152986886838271,0.40645161290322585,10.975526176626126,2
COOK WITH WINE METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.0152986886838271,0.4131147540983607,10.975526176626126,2
COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.017727051966974258,0.4786885245901639,11.394447076660665,2
GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.017727051966974258,0.4219653179190751,11.394447076660665,2
LUNCH BAG WOODLAND,LUNCH BAG  BLACK SKULL.,0.019184069936862554,0.37889688249400477,6.304231766102269,2
LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND,0.019184069936862554,0.3191919191919192,6.30423176610227,2
LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE,0.020398251578436135,0.40287769784172667,7.260614265699039,2
LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND,0.020398251578436135,0.36761487964989065,7.260614265699039,2
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,0.021612433220009712,0.3685300207039337,7.278688850162106,2
LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,0.021612433220009712,0.4268585131894484,7.278688850162105,2
ROUND SNACK BOXES SET OF 4 FRUITS,ROUND SNACK BOXES SET OF4 WOODLAND,0.01651287032540068,0.5291828793774319,14.431623160769965,2
ROUND SNACK BOXES SET OF4 WOODLAND,ROUND SNACK BOXES SET OF 4 FRUITS,0.01651287032540068,0.4503311258278146,14.431623160769965,2
JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,0.022948033025740652,0.44893111638954875,6.475300656014578,2
JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY,0.022948033025740652,0.33099824868651495,6.475300656014578,2
JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY,0.016027197668771247,0.31353919239904987,6.192587023018165,2
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG STRAWBERRY,0.016027197668771247,0.31654676258992803,6.192587023018165,2
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.019184069936862554,0.37889688249400477,5.465139622102668,2
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG CARS BLUE,0.020762506070908206,0.3540372670807453,6.3804177936039785,2
LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN,0.020762506070908206,0.3741794310722101,6.380417793603979,2
LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,0.022098105876639147,0.3676767676767677,6.62622726167584,2
LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.,0.022098105876639147,0.3982494529540482,6.62622726167584,2
LUNCH BAG RED SPOTTY,LUNCH BAG  BLACK SKULL.,0.01711996114618747,0.39606741573033716,6.5899216887980945,2
LUNCH BAG RED SPOTTY,LUNCH BAG SPACEBOY DESIGN,0.01590577950461389,0.36797752808988765,6.274664433433363,2
BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN,0.01711996114618747,0.373015873015873,14.423280423280424,2
BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT,0.01711996114618747,0.6619718309859156,14.423280423280424,2
BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.017727051966974258,0.7807486631016043,22.641711229946523,2
PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,0.017727051966974258,0.5140845070422535,22.641711229946523,2
PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN CIRCUS PARADE,0.016148615832928606,0.4634146341463415,12.638022936520757,2
PLASTERS IN TIN CIRCUS PARADE,PLASTERS IN TIN WOODLAND ANIMALS,0.016148615832928606,0.4403973509933775,12.638022936520757,2
PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN WOODLAND ANIMALS,0.016270033997085966,0.5037593984962406,14.456315003536718,2
PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN SPACEBOY,0.016270033997085966,0.46689895470383286,14.45631500353672,2
PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN CIRCUS PARADE,0.016270033997085966,0.5037593984962406,13.738286112632576,2
PLASTERS IN TIN CIRCUS PARADE,PLASTERS IN TIN SPACEBOY,0.016270033997085966,0.4437086092715232,13.738286112632576,2
SET/6 RED SPOTTY PAPER PLATES,SET/6 RED SPOTTY PAPER CUPS,0.01954832442933463,0.7853658536585366,31.39938432394033,2
SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES,0.01954832442933463,0.7815533980582525,31.39938432394033,2
WATERING CAN PINK BUNNY,WATERING CAN BLUE ELEPHANT,0.01578436134045653,0.6467661691542288,22.10276418736194,2
WATERING CAN BLUE ELEPHANT,WATERING CAN PINK BUNNY,0.01578436134045653,0.5394190871369294,22.102764187361945,2
PACK OF 72 RETRO SPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.018576979116075764,0.4214876033057851,7.546460653970535,2
60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETRO SPOT CAKE CASES,0.018576979116075764,0.3326086956521739,7.546460653970534,2
PACK OF 72 RETRO SPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.016270033997085966,0.3691460055096419,7.525461637072798,2
PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETRO SPOT CAKE CASES,0.016270033997085966,0.3316831683168317,7.525461637072798,2
60 TEATIME FAIRY CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES,0.01942690626517727,0.34782608695652173,9.912441703023921,2
PACK OF 60 DINOSAUR CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.01942690626517727,0.5536332179930795,9.91244170302392,2
PACK OF 60 DINOSAUR CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.015420106847984458,0.4394463667820069,8.958614546575763,2
PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES,0.015420106847984458,0.31435643564356436,8.958614546575765,2
72 SWEETHEART FAIRY CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.01578436134045653,0.5963302752293578,10.676904666932588,2
CHILDS GARDEN TROWEL PINK,CHILDS GARDEN TROWEL BLUE,0.01942690626517727,0.8839779005524862,37.918968692449354,2
CHILDS GARDEN TROWEL BLUE,CHILDS GARDEN TROWEL PINK,0.01942690626517727,0.8333333333333334,37.918968692449354,2
CHILDS GARDEN FORK BLUE,CHILDS GARDEN TROWEL BLUE,0.017848470131131618,0.84,36.0325,2
